?x	?label
<http://purl.obolibrary.org/obo/OBA_0000001>	
<http://purl.obolibrary.org/obo/OBA_0000003>	"ER calcium ion concentration"
<http://purl.obolibrary.org/obo/OBA_0000005>	"Golgi calcium ion concentration"
<http://purl.obolibrary.org/obo/OBA_0000006>	"Malpighian tubule diameter"
<http://purl.obolibrary.org/obo/OBA_0000007>	"Malpighian tubule size"
<http://purl.obolibrary.org/obo/OBA_0000009>	"RNA stability"
<http://purl.obolibrary.org/obo/OBA_0000011>	"actin filament length"
<http://purl.obolibrary.org/obo/OBA_0000015>	"anatomical structure size"
<http://purl.obolibrary.org/obo/OBA_0000016>	"angiotensin levels in blood"
<http://purl.obolibrary.org/obo/OBA_0000018>	"appetite"
<http://purl.obolibrary.org/obo/OBA_0000022>	"autophagic vacuole size"
<http://purl.obolibrary.org/obo/OBA_0000023>	"axon diameter"
<http://purl.obolibrary.org/obo/OBA_0000032>	"blood vessel size"
<http://purl.obolibrary.org/obo/OBA_0000036>	"body fluid levels"
<http://purl.obolibrary.org/obo/OBA_0000037>	
<http://purl.obolibrary.org/obo/OBA_0000039>	
<http://purl.obolibrary.org/obo/OBA_0000040>	"calcium ion concentration"
<http://purl.obolibrary.org/obo/OBA_0000046>	"cardiac muscle cell membrane potential"
<http://purl.obolibrary.org/obo/OBA_0000048>	"cell diameter"
<http://purl.obolibrary.org/obo/OBA_0000050>	"cell pH"
<http://purl.obolibrary.org/obo/OBA_0000051>	"cell projection size"
<http://purl.obolibrary.org/obo/OBA_0000052>	"cell shape"
<http://purl.obolibrary.org/obo/OBA_0000055>	"cell size"
<http://purl.obolibrary.org/obo/OBA_0000056>	"cell volume"
<http://purl.obolibrary.org/obo/OBA_0000057>	"cellular component size"
<http://purl.obolibrary.org/obo/OBA_0000058>	"cellular pH"
<http://purl.obolibrary.org/obo/OBA_0000060>	"cilium beat frequency"
<http://purl.obolibrary.org/obo/OBA_0000061>	"circulating fibrinogen levels"
<http://purl.obolibrary.org/obo/OBA_0000066>	"direction of cell growth"
<http://purl.obolibrary.org/obo/OBA_0000067>	"embryonic cell shape"
<http://purl.obolibrary.org/obo/OBA_0000068>	"endosome size"
<http://purl.obolibrary.org/obo/OBA_0000069>	
<http://purl.obolibrary.org/obo/OBA_0000072>	"follicle cell microvillus length"
<http://purl.obolibrary.org/obo/OBA_0000074>	"obsolete heart contraction rate"
<http://purl.obolibrary.org/obo/OBA_0000079>	"hormone levels"
<http://purl.obolibrary.org/obo/OBA_0000084>	"imaginal disc-derived wing size"
<http://purl.obolibrary.org/obo/OBA_0000085>	
<http://purl.obolibrary.org/obo/OBA_0000088>	"liquid surface tension"
<http://purl.obolibrary.org/obo/OBA_0000089>	
<http://purl.obolibrary.org/obo/OBA_0000090>	"lung blood pressure"
<http://purl.obolibrary.org/obo/OBA_0000091>	"lysosomal lumen pH"
<http://purl.obolibrary.org/obo/OBA_0000092>	"lysosomal membrane permeability"
<http://purl.obolibrary.org/obo/OBA_0000093>	"mRNA stability"
<http://purl.obolibrary.org/obo/OBA_0000098>	"membrane lipid distribution"
<http://purl.obolibrary.org/obo/OBA_0000099>	"membrane potential"
<http://purl.obolibrary.org/obo/OBA_0000100>	"photoreceptor cell membrane potential"
